ID,Query,Category,Response,Timestamp,User Type
49460,What are the trending dishes this week?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-07-31 10:58:46.338212,Returning
49461,"I need a spicy dish, any recommendations?",Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-07-25 10:37:29.338212,New
49462,What are the trending dishes this week?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-09-01 00:26:36.338212,Returning
49463,What are the trending dishes this week?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-10-08 15:33:04.338212,Returning
49464,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-08-31 21:58:51.338212,Returning
49465,What are the trending dishes this week?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-06-25 09:40:44.338212,New
49466,Can you recommend a high-protein meal?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-06-26 23:19:43.338212,New
49467,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-12-13 19:14:05.338212,New
49468,"I need a spicy dish, any recommendations?",Food Recommendations,You can get a delicious burger combo under $10.,2024-12-12 05:48:30.338212,Returning
49469,Recommend a dish from Italian cuisine.,Food Recommendations,You can get a delicious burger combo under $10.,2025-01-14 14:32:25.338212,New
49470,What’s a good meal for weight loss?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-03-10 08:07:45.338212,Returning
49471,"I need a spicy dish, any recommendations?",Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-06-17 02:32:22.338212,New
49472,"I need a spicy dish, any recommendations?",Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-10-19 00:48:51.338212,Returning
49473,Suggest something vegan and delicious.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2025-01-16 16:45:37.338212,Returning
49474,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-07-23 10:08:20.338212,New
49475,"I need a spicy dish, any recommendations?",Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-11-30 13:58:08.338212,New
49476,What are the trending dishes this week?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-11-10 17:51:49.338212,New
49477,Recommend a dish from Italian cuisine.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-08-23 06:42:37.338212,New
49478,Suggest something vegan and delicious.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-07-15 23:38:14.338212,New
49479,Can you suggest a meal under $10?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-08-23 00:17:47.338212,Returning
49480,Suggest something vegan and delicious.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-11-30 11:06:48.338212,Returning
49481,Recommend a dish from Italian cuisine.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-07-20 01:55:43.338212,Returning
49482,What’s a good meal for weight loss?,Food Recommendations,You can get a delicious burger combo under $10.,2024-05-02 13:31:51.338212,New
49483,"I need a spicy dish, any recommendations?",Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-04-27 17:27:57.338212,New
49484,What are the trending dishes this week?,Food Recommendations,You can get a delicious burger combo under $10.,2024-03-29 23:48:58.338212,New
49485,What’s a good meal for weight loss?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-03-10 18:32:33.338212,New
49486,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-10-09 10:14:57.338212,Returning
49487,Can you recommend a high-protein meal?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-03-09 05:06:43.338212,Returning
49488,What’s a good meal for weight loss?,Food Recommendations,You can get a delicious burger combo under $10.,2025-01-05 01:40:27.338212,New
49489,What are the trending dishes this week?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-09-02 00:26:08.338212,New
49490,Suggest a good breakfast meal.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2025-01-14 10:31:14.338212,New
49491,What’s a good meal for weight loss?,Food Recommendations,You can get a delicious burger combo under $10.,2024-07-23 21:25:16.338212,Returning
49492,Recommend a dish from Italian cuisine.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-06-16 20:17:27.338212,New
49493,What are the trending dishes this week?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-06-01 10:03:31.338212,New
49494,Can you suggest a meal under $10?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-06-01 11:30:08.338212,New
49495,Suggest a good breakfast meal.,Food Recommendations,You can get a delicious burger combo under $10.,2024-09-15 12:33:21.338212,New
49496,What are the trending dishes this week?,Food Recommendations,You can get a delicious burger combo under $10.,2024-03-09 15:59:00.338212,New
49497,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-11-17 19:08:02.338212,Returning
49498,Can you recommend a high-protein meal?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2025-01-15 15:00:14.338212,New
49499,Suggest a good breakfast meal.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-08-26 01:51:30.338212,Returning
49500,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-08-05 03:02:59.338212,Returning
49501,Recommend a dish from Italian cuisine.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-07-27 09:28:54.338212,New
49502,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-09-19 14:08:38.338212,Returning
49503,Suggest something vegan and delicious.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2025-01-15 07:07:51.338212,New
49504,Suggest something vegan and delicious.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-06-10 20:53:35.338212,Returning
49505,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-10-11 13:18:05.338212,New
49506,What’s a good meal for weight loss?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-05-16 23:47:07.338212,New
49507,"I need a spicy dish, any recommendations?",Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-12-20 09:09:23.338212,Returning
49508,Can you recommend a high-protein meal?,Food Recommendations,You can get a delicious burger combo under $10.,2025-02-02 21:44:30.338212,New
49509,Suggest something vegan and delicious.,Food Recommendations,You can get a delicious burger combo under $10.,2024-12-08 19:33:42.338212,New
49510,What’s a good meal for weight loss?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2025-01-19 00:31:37.338212,Returning
49511,Suggest something vegan and delicious.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-04-06 02:58:27.338212,Returning
49512,Can you suggest a meal under $10?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-08-05 05:29:31.338212,Returning
49513,Recommend a dish from Italian cuisine.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-07-12 11:39:32.338212,Returning
49514,Can you suggest a meal under $10?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-06-11 15:17:46.338212,New
49515,Can you recommend a high-protein meal?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-06-07 04:48:23.338212,Returning
49516,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2025-01-08 12:10:40.338212,New
49517,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-11-24 09:05:50.338212,New
49518,What are the trending dishes this week?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-07-27 13:01:35.338212,Returning
49519,What are the trending dishes this week?,Food Recommendations,You can get a delicious burger combo under $10.,2024-11-28 09:07:30.338212,Returning
49520,Suggest something vegan and delicious.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-03-26 05:23:00.338212,Returning
49521,"I need a spicy dish, any recommendations?",Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-04-19 04:31:26.338212,Returning
49522,Can you suggest a meal under $10?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-11-14 06:20:22.338212,Returning
49523,"I need a spicy dish, any recommendations?",Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-08-02 05:40:31.338212,Returning
49524,"I need a spicy dish, any recommendations?",Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2025-01-22 03:45:40.338212,Returning
49525,Can you recommend a high-protein meal?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-06-03 20:26:59.338212,Returning
49526,"I need a spicy dish, any recommendations?",Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-03-16 11:38:11.338212,New
49527,Can you suggest a meal under $10?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-07-01 15:59:52.338212,Returning
49528,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-11-23 16:55:10.338212,New
49529,What are the trending dishes this week?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-07-17 09:15:30.338212,Returning
49530,What are the trending dishes this week?,Food Recommendations,You can get a delicious burger combo under $10.,2024-06-25 09:10:55.338212,New
49531,What’s a good meal for weight loss?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-06-05 03:04:11.338212,Returning
49532,What’s a good meal for weight loss?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-05-28 14:40:38.338212,New
49533,Recommend a dish from Italian cuisine.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-12-05 05:03:55.338212,Returning
49534,Can you recommend a high-protein meal?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-07-23 22:19:24.338212,Returning
49535,Can you suggest a meal under $10?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-10-20 12:11:41.338212,New
49536,Can you suggest a meal under $10?,Food Recommendations,You can get a delicious burger combo under $10.,2025-01-30 21:47:48.338212,New
49537,Recommend a dish from Italian cuisine.,Food Recommendations,You can get a delicious burger combo under $10.,2024-03-28 13:06:59.338212,Returning
49538,Suggest a good breakfast meal.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-07-21 10:31:04.338212,Returning
49539,Recommend a dish from Italian cuisine.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-03-30 10:54:13.338212,New
49540,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-12-29 08:29:32.338212,Returning
49541,Suggest something vegan and delicious.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-11-13 10:52:56.338212,Returning
49542,Recommend a dish from Italian cuisine.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-11-23 07:01:37.338212,New
49543,What are the trending dishes this week?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-05-16 00:34:27.338212,Returning
49544,"I need a spicy dish, any recommendations?",Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2025-02-02 12:33:32.338212,Returning
49545,Can you recommend a high-protein meal?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-10-13 07:17:52.338212,New
49546,Can you suggest a meal under $10?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2025-01-17 06:15:20.338212,Returning
49547,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-11-13 21:44:37.338212,Returning
49548,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-09-25 12:53:03.338212,Returning
49549,"I need a spicy dish, any recommendations?",Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-09-29 21:01:17.338212,New
49550,"I need a spicy dish, any recommendations?",Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-05-02 19:45:05.338212,New
49551,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2025-02-09 20:02:51.338212,Returning
49552,Recommend a dish from Italian cuisine.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-08-16 11:38:39.338212,Returning
49553,Recommend a dish from Italian cuisine.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-04-13 16:18:28.338212,Returning
49554,Can you suggest a meal under $10?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-12-01 13:28:45.338212,New
49555,Suggest a good breakfast meal.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-03-17 07:36:30.338212,New
49556,Can you recommend a high-protein meal?,Food Recommendations,You can get a delicious burger combo under $10.,2024-09-26 19:28:43.338212,Returning
49557,Recommend a dish from Italian cuisine.,Food Recommendations,You can get a delicious burger combo under $10.,2024-06-02 19:52:09.338212,New
49558,"I need a spicy dish, any recommendations?",Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-09-29 12:11:51.338212,Returning
49559,"I need a spicy dish, any recommendations?",Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-03-22 03:16:18.338212,Returning
49560,Suggest a good breakfast meal.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-05-13 22:27:44.338212,Returning
49561,Can you recommend a high-protein meal?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-12-26 02:58:31.338212,Returning
49562,Suggest something vegan and delicious.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-08-04 03:29:12.338212,Returning
49563,Suggest a good breakfast meal.,Food Recommendations,You can get a delicious burger combo under $10.,2024-07-13 01:26:42.338212,New
49564,What are the trending dishes this week?,Food Recommendations,You can get a delicious burger combo under $10.,2025-02-01 04:23:44.338212,New
49565,"I need a spicy dish, any recommendations?",Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2025-01-27 14:32:32.338212,Returning
49566,"I need a spicy dish, any recommendations?",Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-07-20 02:23:22.338212,New
49567,Recommend a dish from Italian cuisine.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2025-01-22 14:09:24.338212,New
49568,Suggest a good breakfast meal.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2025-02-01 11:54:17.338212,Returning
49569,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-03-18 18:06:57.338212,Returning
49570,"I need a spicy dish, any recommendations?",Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-12-19 12:57:32.338212,Returning
49571,What’s a good meal for weight loss?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-12-14 09:54:23.338212,New
49572,Recommend a dish from Italian cuisine.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-11-22 13:56:16.338212,New
49573,Recommend a dish from Italian cuisine.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-11-28 09:44:29.338212,Returning
49574,Suggest something vegan and delicious.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-11-10 20:13:17.338212,New
49575,Can you suggest a meal under $10?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-03-10 15:27:51.338212,Returning
49576,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-05-29 06:22:09.338212,Returning
49577,Suggest a good breakfast meal.,Food Recommendations,You can get a delicious burger combo under $10.,2024-11-16 19:50:05.338212,Returning
49578,Suggest a good breakfast meal.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-04-19 12:41:14.338212,New
49579,Recommend a dish from Italian cuisine.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-09-07 13:07:56.338212,New
49580,"I need a spicy dish, any recommendations?",Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2025-02-18 23:41:04.338212,Returning
49581,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2025-02-06 00:16:26.338212,Returning
49582,Suggest a good breakfast meal.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-09-03 17:04:38.338212,New
49583,Can you recommend a high-protein meal?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-12-18 16:26:46.338212,New
49584,Suggest something vegan and delicious.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-03-24 19:30:01.338212,New
49585,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-12-09 17:09:48.338212,New
49586,Suggest something vegan and delicious.,Food Recommendations,You can get a delicious burger combo under $10.,2024-06-14 20:47:04.338212,New
49587,Can you recommend a high-protein meal?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-08-19 23:57:01.338212,Returning
49588,"I need a spicy dish, any recommendations?",Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-12-05 00:11:49.338212,New
49589,Suggest a good breakfast meal.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-06-13 21:02:07.338212,Returning
49590,Suggest something vegan and delicious.,Food Recommendations,You can get a delicious burger combo under $10.,2024-07-10 11:32:18.338212,Returning
49591,Can you recommend a high-protein meal?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-07-08 14:06:13.338212,New
49592,Can you suggest a meal under $10?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-12-23 15:57:02.338212,Returning
49593,Can you suggest a meal under $10?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-10-12 17:02:46.338212,Returning
49594,What are the trending dishes this week?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-12-09 04:35:08.338212,New
49595,Suggest something vegan and delicious.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-03-27 07:21:10.338212,New
49596,Suggest a good breakfast meal.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-12-31 13:45:32.338212,Returning
49597,Suggest a good breakfast meal.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-11-24 08:58:24.338212,Returning
49598,Suggest something vegan and delicious.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-04-07 18:16:50.338212,New
49599,What are the trending dishes this week?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-08-06 17:29:54.338212,Returning
49600,Recommend a dish from Italian cuisine.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-03-24 21:28:27.338212,New
49601,Suggest something vegan and delicious.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-03-24 14:46:30.338212,Returning
49602,Suggest something vegan and delicious.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-03-08 05:52:37.338212,New
49603,Suggest a good breakfast meal.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-10-05 16:16:09.338212,Returning
49604,Suggest a good breakfast meal.,Food Recommendations,You can get a delicious burger combo under $10.,2024-12-28 09:52:49.338212,Returning
49605,"I need a spicy dish, any recommendations?",Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2025-02-09 08:48:29.338212,New
49606,"I need a spicy dish, any recommendations?",Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-11-03 22:23:12.338212,New
49607,Can you recommend a high-protein meal?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-03-29 22:36:02.338212,Returning
49608,Can you recommend a high-protein meal?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-09-04 20:55:22.338212,Returning
49609,"I need a spicy dish, any recommendations?",Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2025-01-18 06:51:17.338212,Returning
49610,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-09-13 03:52:15.338212,New
49611,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-09-19 20:53:02.338212,Returning
49612,What are the trending dishes this week?,Food Recommendations,You can get a delicious burger combo under $10.,2024-06-20 10:23:23.338212,New
49613,Suggest a good breakfast meal.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-11-14 12:05:03.338212,Returning
49614,Suggest something vegan and delicious.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-04-10 09:51:58.338212,Returning
49615,Suggest a good breakfast meal.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-12-12 18:28:40.338212,New
49616,Recommend a dish from Italian cuisine.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-11-07 04:48:13.338212,New
49617,Can you suggest a meal under $10?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-04-11 05:59:44.338212,Returning
49618,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-08-20 05:24:39.338212,Returning
49619,What are the trending dishes this week?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-08-06 20:29:37.338212,New
49620,Recommend a dish from Italian cuisine.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-11-14 05:27:31.338212,New
49621,Suggest a good breakfast meal.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-06-29 13:49:33.338212,Returning
49622,Can you recommend a high-protein meal?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-07-13 10:05:28.338212,New
49623,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2025-02-16 01:42:35.338212,New
49624,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-09-10 03:57:06.338212,New
49625,Recommend a dish from Italian cuisine.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-11-07 12:59:41.338212,Returning
49626,Can you recommend a high-protein meal?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-06-05 03:41:26.338212,Returning
49627,Suggest a good breakfast meal.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-08-12 19:56:39.338212,New
49628,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-07-30 20:09:12.338212,Returning
49629,Can you suggest a meal under $10?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-11-14 03:03:01.338212,Returning
49630,Suggest a good breakfast meal.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-09-28 01:19:10.338212,New
49631,Suggest a good breakfast meal.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-04-27 18:15:55.338212,New
49632,What’s a good meal for weight loss?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-12-11 14:56:24.338212,New
49633,Suggest something vegan and delicious.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-03-27 21:04:24.338212,New
49634,Can you suggest a meal under $10?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2025-01-05 20:38:40.338212,New
49635,Recommend a dish from Italian cuisine.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-10-19 13:27:28.338212,New
49636,Suggest something vegan and delicious.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-09-12 14:48:24.338212,Returning
49637,Recommend a dish from Italian cuisine.,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-05-31 19:06:44.338212,Returning
49638,Can you recommend a high-protein meal?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-09-10 00:09:56.338212,Returning
49639,Can you recommend a high-protein meal?,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-10-24 01:55:38.338212,Returning
49640,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-04-05 17:12:56.338212,Returning
49641,"I need a spicy dish, any recommendations?",Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-06-23 16:48:19.338212,Returning
49642,Suggest a good breakfast meal.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-08-22 00:48:59.338212,New
49643,What’s a good meal for weight loss?,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-09-03 03:48:01.338212,Returning
49644,Suggest something vegan and delicious.,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-10-03 00:33:47.338212,Returning
49645,Suggest something vegan and delicious.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-05-07 00:38:44.338212,New
49646,Recommend a dish from Italian cuisine.,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-08-08 17:18:05.338212,Returning
49647,Recommend a dish from Italian cuisine.,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-08-19 17:53:41.338212,Returning
49648,Recommend a dish from Italian cuisine.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-03-09 01:34:05.338212,Returning
49649,Suggest a good breakfast meal.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2025-01-30 13:31:57.338212,New
49650,What are the trending dishes this week?,Food Recommendations,Our Vegan Buddha Bowl is packed with flavor and nutrients.,2024-12-16 17:42:42.338212,New
49651,Suggest something vegan and delicious.,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-05-28 17:12:43.338212,Returning
49652,"I need a spicy dish, any recommendations?",Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-04-12 14:03:38.338212,New
49653,What’s a good meal for weight loss?,Food Recommendations,We recommend our Grilled Chicken Salad for a high-protein meal.,2024-10-15 07:55:42.338212,Returning
49654,What’s a good meal for weight loss?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-11-19 06:40:29.338212,Returning
49655,Can you recommend a high-protein meal?,Food Recommendations,Try our Spicy Szechuan Noodles for a fiery kick!,2024-09-26 20:45:01.338212,Returning
49656,Recommend a dish from Italian cuisine.,Food Recommendations,This week's trending dish is our Spicy Chicken Wings!,2024-11-17 05:45:51.338212,Returning
49657,Recommend a dish from Italian cuisine.,Food Recommendations,You can get a delicious burger combo under $10.,2024-04-02 06:26:15.338212,New
49658,Can you suggest a meal under $10?,Food Recommendations,You can get a delicious burger combo under $10.,2024-11-03 11:37:58.338212,New
49659,Can you recommend a high-protein meal?,Food Recommendations,"For breakfast, try our healthy oatmeal bowl or avocado toast.",2024-03-20 15:29:22.338212,New
49660,What’s a good meal for weight loss?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-11-11 15:34:10.338212,Returning
49661,What are the trending dishes this week?,Food Recommendations,Our top Italian recommendation is the classic Margherita Pizza!,2024-12-26 10:47:41.338212,New
49662,Suggest something vegan and delicious.,Food Recommendations,Our Quinoa Salad is a great choice for weight loss.,2024-07-11 00:43:56.338212,Returning
